Line #,Whse Status,Mac Item #,Mac SKU #,Cust Item #,Description,Qty Ord,Qty Shipped,Qty B/O,List Price,Discount %,Net Price,UOM,Ext Price,UPC/EAN,Account #,PO #,Order #,BO #,Invoice #,Box #
214,Shipped 05/15/2023,GD1407-2,830933,,HB ACR YELLOW OCHRE 2oz,2,2,0,12.49,52.5,5.93,TU,11.86,U-738797140721,3003330000,ALB1381,N3240731,00,14596857,00000824352016777370
215,Shipped 05/15/2023,JAJID1424,017325,,IDYE CHESTNUT 14GM PK,3,3,0,5.19,50,2.6,PK,7.8,U-743772022800,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
219,Shipped 05/15/2023,LA453,094531,,LOKTA 60GSM 20X30 HYDRANGEA,15,15,0,6.1,62,2.32,SH,34.8,U-719722824534,3003330000,ALB1381,N3240731,00,14596857,Multiple Cartons
221,Shipped 05/15/2023,UC4100S-BRSH,074995,,LE PEN DRAWING BRUSH BLACK,6,6,0,2.19,50,1.1,PE,6.6,U-028617411309,3003330000,ALB1381,N3240731,00,14596857,00000824352016777356
223,Shipped 05/15/2023,LQ4260234,019094,,LIQ INK 30ML JAR IRID BRT GOLD,2,2,0,9.39,55,4.23,JA,8.46,U-094376975857,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
224,Shipped 05/15/2023,LQ4260236,019095,,LIQ INK 30ML JAR IRID BRT SLVR,2,2,0,9.39,55,4.23,JA,8.46,U-094376975864,3003330000,ALB1381,N3240731,00,14596857,00000824352016777363
225,Shipped 05/15/2023,LQ1046128,667269,,BASICS 4OZ BURNT UMBER,6,6,0,9.39,55,4.23,TU,25.38,U-094376922332,3003330000,ALB1381,N3240731,00,14596857,00000824352016777394
226,Shipped 05/15/2023,LQ1046470,667080,,BASICS 4OZ CERULEAN BLUE,6,6,0,9.39,55,4.23,TU,25.38,U-094376922523,3003330000,ALB1381,N3240731,00,14596857,00000824352016777394
227,Shipped 05/15/2023,LQ1046317,667048,,BASICS 4OZ PHTHALOCYANINE GREE,6,6,0,9.39,55,4.23,TU,25.38,U-094376922455,3003330000,ALB1381,N3240731,00,14596857,00000824352016777394
228,Shipped 05/15/2023,LQ1046420,218553,,BASICS 4OZ PRIMARY BLUE,8,8,0,9.39,55,4.23,TU,33.84,U-094376931242,3003330000,ALB1381,N3240731,00,14596857,00000824352016777394
229,Shipped 05/15/2023,LQ7508,194638,,GLAZING MEDIUM  8OZ,2,2,0,20.39,55,9.18,BO,18.36,U-094376931594,3003330000,ALB1381,N3240731,00,14596857,00000824352016777394
230,Shipped 05/15/2023,JAJFC1036,082379,,PINATA PEARL 1/2 OZ,1,1,0,4.29,52.5,2.04,BO,2.04,U-743772032243,3003330000,ALB1381,N3240731,00,14596857,00000824352016777363
231,Shipped 05/15/2023,JAJFC1017,026819,,PINATA SAPPHIRE BLUE 1/2 OZ,2,2,0,4.29,52.5,2.04,BO,4.08,U-743772101710,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
232,Shipped 05/15/2023,SKXSDK05-49,044393,,MICRON PEN .45MM BLACK,24,24,0,3.33,50,1.67,PE,40.08,U-084511306448,3003330000,ALB1381,N3240731,00,14596857,00000824352016777356
233,Shipped 05/15/2023,SK50319,049222,,PIGMA CALLIGRPHR PEN BLACK 3PK,3,3,0,10.39,50,5.2,PK,15.6,U-053482503194,3003330000,ALB1381,N3240731,00,14596857,00000824352016777370
234,Shipped 05/15/2023,SYP5109,075312,,PREMO 2OZ OPAL,5,5,0,3.29,50,1.65,EA,8.25,U-715891510964,3003330000,ALB1381,N3240731,00,14596857,00000824352016777363
235,Shipped 05/15/2023,SPB3400,028924,,BLOCK INK WS 1.25OZ BLACK,4,4,0,5.6,50,2.8,TU,11.2,U-651032034008,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
237,Shipped 05/15/2023,SP4196,038821,,SPEEDY CARVE BLK 9X11.75,3,3,0,31.23,50,15.62,PK,46.86,U-651032041969,3003330000,ALB1381,N3240731,00,14596857,00000824352016777363
238,Shipped 05/15/2023,SP4107,944025,,SPEEDY CARVE STAMP BLOCK 3X4,14,14,0,4.42,50,2.21,EA,30.94,U-651032041075,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
239,Shipped 05/15/2023,SP4346,085936,,SPEEDY CUT BLCK 4 X5-1/2,6,6,0,4.92,50,2.46,EA,14.76,U-651032043468,3003330000,ALB1381,N3240731,00,14596857,00000824352016777387
240,Shipped 05/15/2023,SA1742664,019476,,SHARPIE PEN BLUE,12,12,0,2.92,46,1.58,PE,18.96,U-071641000506,3003330000,ALB1381,N3240731,00,14596857,00000824352016777370
241,Shipped 05/15/2023,SA1823889,048616,,SHRP METL FINE GOLD U,7,7,0,2.81,50,1.41,PE,9.87,U-071641054905,3003330000,ALB1381,N3240731,00,14596857,00000824352016777356
242,Shipped 05/15/2023,SA37126,192902,,SHARPIE UFINE ORG U,6,6,0,1.83,46,0.99,PE,5.94,U-071641371262,3003330000,ALB1381,N3240731,00,14596857,00000824352016777356
248,Shipped 05/15/2023,UX140095000,090611,,UNI CHALK PWE-8K WHITE,1,1,0,6.55,65,2.29,PE,2.29,E-4902778140093,3003330000,ALB1381,N3240731,00,14596857,00000824352016777370
249,Shipped 05/15/2023,RYRD80,296708,,ACID AND GLUE BRUSH 6PK,6,6,0,1.39,62,0.53,SE,3.18,U-090672000804,3003330000,ALB1381,N3240731,00,14596857,00000824352016777356
